V1,V2,V3,w1,w2,w3,d1,d2,n,a,b,theta
-98,12,-5,23,15,10,6,7,1,76.01522827148438,136.02052307128906,2.1155388355255127
-98,12,0,23,14,25,7,7,1,79.99602508544922,135.92149353027344,1.0580776929855347
-98,12,-5,32,10,31,5,7,1,122.88571166992188,126.54244232177734,98.1363525390625
-98,12,0,32,13,1,5,5,1,123.866455078125,125.71241760253906,100.29962921142578
-98,12,0,32,10,7,6,6,1,123.39765930175781,127.27794647216797,95.28670501708984
-98,12,0,20,11,13,5,5,1,81.60712432861328,125.58626556396484,1.6246684789657593
-98,12,-10,20,10,4,7,5,1,94.21827697753906,108.12687683105469,1.016584038734436
-98,12,0,26,15,28,5,7,2,100.05500793457031,126.68058776855469,0.3054492175579071
-98,12,0,35,12,4,5,5,1,110.45733642578125,125.13131713867188,93.20220947265625
-98,12,-5,35,12,25,6,6,2,110.94100952148438,123.6508560180664,93.93177795410156
-98,12,0,35,12,13,5,5,1,110.30529022216797,125.74898529052734,93.07251739501953
-98,12,-5,35,14,22,7,5,1,111.1635513305664,122.89263916015625,94.59590911865234
-98,12,0,29,15,16,6,6,2,111.93508911132812,124.83245849609375,179.67323303222656
-98,12,-5,23,12,25,7,6,1,81.30705261230469,133.65945434570312,2.136894464492798
-98,12,0,32,12,25,6,7,1,123.66954803466797,126.65570831298828,95.69024658203125
-98,12,-5,32,10,25,7,6,1,122.97061157226562,126.07207489013672,103.24668884277344
-98,12,-5,32,15,10,7,6,1,123.5766830444336,124.38090515136719,118.40201568603516
-98,12,0,26,12,13,5,5,2,100.8890151977539,125.91069030761719,0.16100172698497772
-98,12,-5,32,13,31,5,7,1,124.04227447509766,124.70977783203125,121.31665802001953
-98,12,-5,26,14,13,7,6,1,106.94308471679688,128.7854766845703,179.43772888183594
-98,12,-5,32,13,1,6,6,1,123.91563415527344,124.92184448242188,112.17794799804688
-98,12,-5,29,13,22,5,7,1,112.25279998779297,124.15028381347656,178.89244079589844
-98,12,0,29,15,19,6,5,3,111.08055877685547,125.08769989013672,179.90040588378906
-98,12,0,29,15,22,5,6,2,111.71595764160156,125.17655944824219,0.7201547622680664
-98,12,-5,20,11,19,7,6,1,100.3021469116211,105.2708740234375,1.0177133083343506
-98,12,-5,35,10,28,7,6,1,110.1260757446289,123.9150390625,93.89283752441406
-98,12,0,23,13,16,7,7,1,79.93209075927734,136.62210083007812,1.0786890983581543
-98,12,-5,35,12,25,7,7,2,111.25138854980469,121.83149719238281,94.00599670410156
-98,12,0,26,13,22,5,5,2,100.47277069091797,126.090576171875,1.6401007175445557
-98,12,-5,29,13,31,5,7,2,112.41650390625,124.0772933959961,178.0569305419922
-98,12,-5,29,13,10,7,6,2,110.57803344726562,124.94254302978516,178.60897827148438
-98,12,-5,20,11,31,6,6,1,98.30651092529297,107.95528411865234,0.8421477675437927
-98,12,0,35,14,16,7,7,1,110.29987335205078,124.59040069580078,93.11060333251953
-98,12,-5,35,15,4,6,5,1,110.56949615478516,124.95687866210938,93.42357635498047
-98,12,-5,32,10,7,5,7,2,122.96817779541016,126.58645629882812,98.25031280517578
-98,12,0,32,14,22,7,7,1,123.78563690185547,125.1348876953125,103.58995056152344
-98,12,-5,26,13,31,6,7,2,101.54450988769531,124.55870056152344,178.20187377929688
-98,12,0,26,10,25,7,7,2,100.8776626586914,126.09638214111328,0.1094650998711586
-98,12,0,32,14,22,6,5,1,123.45873260498047,127.40194702148438,95.935791015625
-98,12,0,32,11,25,7,7,1,123.31210327148438,126.62408447265625,97.77613830566406
-98,12,-5,32,13,22,6,7,1,123.88725280761719,125.39110565185547,107.86112213134766
-98,12,0,20,12,19,6,7,1,83.6512451171875,124.87427520751953,2.1250600814819336
-98,12,-5,29,10,16,6,7,2,112.99105072021484,124.12603759765625,178.52471923828125
-98,12,0,26,12,1,6,6,2,101.94537353515625,125.2828369140625,0.12159352749586105
-98,12,0,26,13,7,5,6,2,101.12187957763672,126.41303253173828,179.45884704589844
-98,12,0,32,14,7,6,5,1,123.5139389038086,126.78292083740234,96.17230224609375
-98,12,0,23,12,7,5,5,1,78.3669204711914,135.77415466308594,1.661348581314087
-98,12,0,32,11,25,5,6,1,123.45907592773438,126.69819641113281,95.9035873413086
-98,12,0,26,15,1,5,7,2,100.09188079833984,126.32836151123047,0.6120015978813171
-98,12,-5,20,14,22,7,5,1,96.75286102294922,109.88826751708984,1.1697324514389038
-98,12,-5,26,10,22,5,5,2,101.80357360839844,127.03439331054688,0.6462835669517517
-98,12,-5,23,12,16,7,5,1,81.7187271118164,132.86656188964844,1.777716040611267
-98,12,0,32,11,7,6,6,1,123.9288330078125,126.4448013305664,96.76732635498047
-98,12,0,29,13,31,7,6,2,111.05889892578125,125.44935607910156,179.85171508789062
-98,12,0,26,14,28,6,7,2,101.02294158935547,126.3454360961914,179.87564086914062
-98,12,-5,29,12,19,7,7,2,117.38607788085938,121.0993423461914,157.75811767578125
-98,12,0,35,13,13,5,6,1,110.17930603027344,125.5064926147461,92.97114562988281
-98,12,-5,20,15,13,6,7,1,85.55152893066406,118.58785247802734,1.8921539783477783
-98,12,0,29,13,4,5,7,2,111.3280258178711,124.95609283447266,0.1604098677635193
-98,12,0,26,12,19,7,6,2,99.98751831054688,126.27487182617188,0.1980750858783722
-98,12,-10,20,10,22,7,6,1,101.28326416015625,102.41895294189453,105.97103881835938
-98,12,-5,26,10,19,6,5,2,86.99482727050781,118.37100982666016,1.2411364316940308
-98,12,0,32,11,7,5,5,1,123.55525970458984,126.20188903808594,100.27787780761719
-98,12,-10,20,10,19,7,7,1,101.6351089477539,102.05082702636719,141.590087890625
-98,12,-5,35,11,25,7,6,1,121.93054962158203,141.39942932128906,94.75753021240234
-98,12,-5,29,12,19,6,7,1,111.58680725097656,125.15918731689453,179.54322814941406
-98,12,0,32,14,13,5,5,1,123.73429107666016,126.011962890625,97.24178314208984
-98,12,-5,26,12,31,5,6,1,106.06221771240234,127.83983612060547,0.34957900643348694
-98,12,-5,26,10,16,6,5,2,102.09591674804688,105.5698471069336,174.47862243652344
-98,12,-5,35,14,4,5,5,1,111.6595230102539,122.98513793945312,93.6618423461914
-98,12,0,32,14,4,7,5,1,123.9008560180664,125.1305160522461,104.36064147949219
-98,12,-5,20,14,19,5,7,1,91.5593490600586,113.84392547607422,1.0860587358474731
-98,12,-5,23,14,25,7,7,1,81.6398696899414,133.4595184326172,1.7221802473068237
-98,12,-5,26,15,7,5,7,2,98.41693878173828,125.65888977050781,1.499524712562561
-98,12,0,26,11,25,5,5,2,102.05252838134766,125.38302612304688,0.2079160213470459
-98,12,0,20,15,28,6,6,1,82.43341064453125,125.04019165039062,2.639594554901123
-98,12,-10,20,10,25,5,5,1,101.72872161865234,102.11005401611328,130.27496337890625
-98,12,-5,23,14,28,6,5,1,76.43073272705078,137.3064727783203,1.750917673110962
-98,12,-5,23,14,16,7,5,1,80.37272644042969,132.9839630126953,1.9402358531951904
-98,12,0,26,10,7,7,5,2,101.13690185546875,126.21109008789062,179.4984588623047
-98,12,-5,26,11,28,6,6,1,107.7862777709961,124.02799224853516,178.43829345703125
-98,12,-5,23,12,13,5,6,1,78.1380386352539,135.8682861328125,1.9355741739273071
-98,12,-5,29,13,1,7,5,2,110.67377471923828,124.65325927734375,0.10310657322406769
-98,12,0,35,12,13,7,5,1,110.61837005615234,124.6203842163086,91.5428695678711
-98,12,0,35,14,22,6,6,1,109.8807601928711,126.33084106445312,92.09236145019531
-98,12,0,35,13,4,6,5,1,110.17417907714844,126.41534423828125,92.10630798339844
-98,12,0,26,10,10,6,6,2,101.89247131347656,125.31237030029297,179.4178924560547
-98,12,0,32,14,10,7,7,1,123.82970428466797,125.10286712646484,105.02467346191406
-98,12,-5,32,12,10,5,5,1,123.90130615234375,124.71460723876953,120.98509979248047
-98,12,-5,23,14,1,6,5,1,77.43590545654297,137.03610229492188,1.828457236289978
-98,12,-5,29,11,31,7,6,2,111.9695816040039,124.22647857666016,178.14544677734375
-98,12,-5,29,15,16,7,6,1,111.34879302978516,124.6380386352539,178.73265075683594
-98,12,-5,23,11,10,7,5,1,81.30953216552734,132.33963012695312,1.4932981729507446
-98,12,0,32,10,19,7,7,1,122.64466857910156,127.8842544555664,94.93951416015625
-98,12,-5,23,11,16,7,5,1,82.5024185180664,131.28282165527344,1.4713290929794312
-98,12,-5,26,13,7,6,5,2,100.2413558959961,125.8031005859375,0.7819753885269165
-98,12,0,32,10,10,7,5,1,122.5913314819336,128.05575561523438,95.82159423828125
-98,12,0,20,12,22,6,5,1,80.00953674316406,127.15965270996094,2.509777545928955
-98,12,0,26,11,25,7,7,2,101.39153289794922,125.9078140258789,0.2234976440668106
-98,12,0,29,10,31,6,6,1,113.06259155273438,125.21269226074219,178.66624450683594
-98,12,0,29,12,31,6,6,1,110.33521270751953,125.41117858886719,0.1955489218235016
-98,12,-5,29,10,13,7,6,2,110.01299285888672,125.8031005859375,178.83982849121094
-98,12,-5,23,15,16,5,7,1,75.36105346679688,137.21029663085938,1.8824512958526611
-98,12,0,20,14,10,5,5,1,84.3271713256836,123.35395812988281,2.0333664417266846
-98,12,0,29,10,1,7,7,2,112.92363739013672,125.22001647949219,0.10071641206741333
-98,12,0,23,10,7,5,6,1,79.0934829711914,135.63404846191406,1.578914999961853
-98,12,0,29,15,16,7,7,2,110.9464111328125,125.20787811279297,179.99383544921875
-98,12,0,32,14,22,5,7,1,123.56306457519531,126.23417663574219,96.5108413696289
-98,12,0,32,11,31,5,7,1,123.7628402709961,126.26777648925781,96.24760437011719
-98,12,-5,20,10,19,5,6,1,99.30049896240234,105.89971923828125,177.89675903320312
-98,12,-5,26,14,1,6,7,2,102.03184509277344,124.53800201416016,177.53236389160156
-98,12,0,23,12,4,5,5,1,77.90023803710938,135.92745971679688,1.7914083003997803
-98,12,0,29,14,25,5,5,1,111.13351440429688,125.4827651977539,179.54055786132812
-98,12,0,23,15,1,5,7,1,84.46038055419922,137.05026245117188,1.8535950183868408
-98,12,0,29,12,19,7,5,2,110.54178619384766,125.04813385009766,0.06196889653801918
-98,12,-5,29,12,13,5,5,1,111.18710327148438,125.12823486328125,177.46339416503906
-98,12,0,20,11,13,6,5,1,79.09427642822266,127.2058334350586,1.855509638786316
-98,12,0,35,12,13,6,6,1,110.3007583618164,125.81404113769531,91.74676513671875
-98,12,0,26,14,19,7,7,2,103.23065185546875,123.69476318359375,179.26966857910156
-98,12,0,20,10,1,6,6,2,110.20620727539062,118.88734436035156,92.86285400390625
-98,12,0,29,15,7,7,7,2,112.36235046386719,124.94331359863281,179.34678649902344
-98,12,0,26,12,25,5,7,2,101.26853942871094,125.71466827392578,0.4025011956691742
-98,12,-5,26,14,4,6,5,2,100.1057357788086,125.39376831054688,0.6498194336891174
-98,12,0,32,12,16,5,6,1,124.03546905517578,125.592529296875,100.52486419677734
-98,12,-5,32,13,28,5,7,1,123.94729614257812,124.69889831542969,134.5984649658203
-98,12,0,32,10,25,7,7,1,122.52587127685547,128.31227111816406,96.93827819824219
-98,12,0,35,13,19,7,7,1,110.51248168945312,124.7130355834961,91.91863250732422
-98,12,-5,32,13,10,6,5,1,123.55807495117188,125.45943450927734,101.46717071533203
-98,12,-5,29,13,22,6,6,1,111.07666778564453,125.06266784667969,179.47021484375
-98,12,0,32,12,31,6,6,1,123.76806640625,126.77749633789062,96.17842864990234
-98,12,0,29,12,7,7,7,1,112.44561767578125,125.18108367919922,179.676025390625
-98,12,0,32,11,13,5,5,1,123.75849151611328,126.36930847167969,97.57856750488281
-98,12,0,35,11,19,5,5,1,110.18710327148438,126.21329498291016,92.019287109375
-98,12,0,35,14,7,6,7,1,109.69786071777344,126.83908081054688,93.32302856445312
-98,12,-5,32,15,1,7,7,1,123.48597717285156,124.71837615966797,110.18728637695312
-98,12,-5,26,14,31,7,7,1,104.5735855102539,129.4073486328125,179.7831268310547
-98,12,0,26,12,28,6,5,2,101.80331420898438,125.62187194824219,0.7900059223175049
-98,12,0,29,10,22,7,6,1,112.2067642211914,125.23078155517578,178.75689697265625
-98,12,0,26,14,19,7,6,2,99.71604919433594,126.59555053710938,1.1250251531600952
-98,12,-5,20,14,22,5,7,1,91.7423324584961,113.8208999633789,1.4415075778961182
-98,12,-5,35,15,25,6,5,1,110.44792938232422,124.30747985839844,92.35592651367188
-98,12,-5,20,10,10,5,5,1,95.04796600341797,109.01490783691406,179.7276153564453
-98,12,0,23,13,25,5,5,1,85.30850219726562,135.89512634277344,1.6752516031265259
-98,12,-5,35,10,28,6,6,1,109.95775604248047,125.05387115478516,92.80802154541016
-98,12,0,26,13,1,5,7,2,101.1659164428711,126.03128051757812,179.77944946289062
-98,12,0,35,11,10,7,5,1,110.22178649902344,125.83935546875,91.86725616455078
-98,12,-5,20,12,22,7,6,1,99.1745834350586,106.7779769897461,0.018851520493626595
-98,12,-5,20,12,31,7,6,1,98.44628143310547,106.98461151123047,0.07972908765077591
-98,12,0,23,12,7,5,7,1,78.45716857910156,135.30191040039062,1.7928075790405273
-98,12,-5,23,10,22,7,6,1,82.23011016845703,130.7848663330078,1.5790411233901978
-98,12,0,29,15,4,5,7,2,112.06207275390625,124.97508239746094,179.36241149902344
-98,12,0,29,10,28,6,7,1,112.97000885009766,125.31535339355469,178.9722442626953
-98,12,-5,23,10,1,5,6,1,89.14411163330078,116.10958862304688,1.9231468439102173
-98,12,-5,29,11,22,5,5,1,112.13494110107422,124.65711212158203,179.6701202392578
-98,12,-5,29,10,7,7,6,2,109.7566146850586,125.36196899414062,179.68905639648438
-98,12,0,35,13,25,6,5,1,109.60078430175781,126.93950653076172,92.8777084350586
-98,12,0,20,11,31,5,7,2,81.23009490966797,125.2990951538086,2.1252782344818115
-98,12,-5,26,13,10,6,5,2,97.7662582397461,126.14205169677734,0.4191753566265106
-98,12,-5,20,10,19,7,7,1,100.6720199584961,104.302001953125,175.9694366455078
-98,12,0,29,15,4,5,6,2,111.4430923461914,125.22061157226562,0.0696534812450409
-98,12,-5,23,13,28,6,5,1,79.20330047607422,135.91488647460938,1.3036820888519287
-98,12,0,35,13,10,5,7,1,110.1326904296875,125.95365142822266,93.51913452148438
-98,12,-5,35,14,10,6,7,1,111.40888977050781,123.47711181640625,94.433349609375
-98,12,-5,23,14,4,5,6,1,76.92349243164062,135.8778076171875,1.6157013177871704
-98,12,0,29,12,28,6,7,2,111.43036651611328,125.22827911376953,178.81109619140625
-98,12,-5,35,13,22,5,6,1,111.1731948852539,123.18508911132812,94.29226684570312
-98,12,0,23,15,25,5,5,1,84.33155822753906,134.55917358398438,1.0164825916290283
-98,12,-5,35,15,19,6,5,1,110.26538848876953,124.47576141357422,93.2181167602539
-98,12,-5,35,15,25,5,7,1,110.82831573486328,123.52410125732422,93.61860656738281
-98,12,0,23,13,19,5,5,1,82.44084167480469,138.84500122070312,1.320473313331604
-98,12,-5,20,15,4,5,6,1,85.18519592285156,120.12329864501953,2.0809481143951416
-98,12,-5,20,10,13,7,5,1,99.56751251220703,104.5048828125,176.9515380859375
-98,12,0,20,15,1,6,5,1,80.66667938232422,126.44100189208984,2.3274569511413574
-98,12,0,26,10,22,5,7,2,102.31527709960938,125.16649627685547,0.46648189425468445
-98,12,-5,23,15,28,6,7,1,75.4056167602539,136.7633514404297,2.0340185165405273
-98,12,0,20,15,1,6,7,1,82.04649353027344,125.32135009765625,2.385246753692627
-98,12,-5,32,15,31,5,7,1,123.39936828613281,125.45110321044922,103.73982238769531
-98,12,-5,20,13,4,7,5,1,90.50071716308594,113.84942626953125,1.1526353359222412
-98,12,0,20,13,25,7,6,1,81.78184509277344,125.00337982177734,2.229994773864746
-98,12,-5,20,13,19,6,7,1,91.41509246826172,113.81747436523438,1.5468082427978516
-98,12,-5,29,10,31,5,7,2,111.62320709228516,124.78023529052734,179.00259399414062
-98,12,0,35,12,31,6,6,1,110.19503784179688,126.18778991699219,91.87368774414062
-98,12,-5,32,11,7,7,7,1,122.98182678222656,125.7395248413086,102.38907623291016
-98,12,0,35,15,10,5,7,1,109.99665069580078,125.80558013916016,93.73956298828125
-98,12,-5,23,13,16,7,6,1,82.22218322753906,133.35150146484375,1.760487675666809
-98,12,-5,32,15,7,6,6,1,123.23875427246094,125.94868469238281,97.99004364013672
-98,12,-5,32,10,4,7,7,1,122.75484466552734,126.64845275878906,100.4352035522461
-98,12,-5,29,14,19,6,5,2,110.37788391113281,125.33133697509766,179.8791046142578
-98,12,0,20,10,25,5,6,2,80.48834228515625,125.5677490234375,2.5779342651367188
-98,12,0,29,10,4,7,5,2,112.10692596435547,125.23197174072266,179.32359313964844
-98,12,-5,35,10,4,6,5,1,110.70365905761719,124.56143951416016,93.46977233886719
-98,12,-5,26,11,25,7,7,1,101.92219543457031,130.7786407470703,0.5302689075469971
-98,12,-5,26,10,31,6,6,1,102.50325012207031,107.22797393798828,172.69432067871094
-98,12,0,29,11,31,5,7,1,112.91401672363281,125.10770416259766,179.57159423828125
-98,12,0,32,13,10,7,6,1,123.78994750976562,125.31941986083984,100.59612274169922
-98,12,-5,32,15,31,5,6,1,123.46082305908203,125.24108123779297,104.13211059570312
-98,12,0,35,13,28,5,7,1,109.82561492919922,125.82172393798828,91.46469116210938
-98,12,0,23,13,7,7,7,1,78.59314727783203,134.9737548828125,1.8965258598327637
-98,12,-5,29,14,1,6,6,2,110.91291809082031,124.89436340332031,179.5211944580078
-98,12,0,26,13,16,6,7,2,101.29222106933594,125.87036895751953,0.716789960861206
-98,12,0,29,13,31,5,7,1,110.77180480957031,125.4244384765625,179.34690856933594
-98,12,-5,26,15,1,5,5,1,106.12937927246094,126.30501556396484,179.28305053710938
-98,12,0,26,12,4,6,6,2,102.0077133178711,126.0190200805664,0.3517835736274719
-98,12,0,29,10,25,5,6,1,112.5497817993164,125.19632720947266,179.5191650390625
-98,12,-5,29,10,1,7,7,2,111.35115814208984,124.84326171875,178.5913543701172
-98,12,-5,26,14,10,6,6,2,98.62642669677734,126.32089233398438,0.11667163670063019
-98,12,-5,35,11,28,6,7,1,116.86373138427734,291.1549377441406,100.34616088867188
-98,12,0,26,14,13,7,5,2,114.1561508178711,117.1032485961914,112.52681732177734
-98,12,-5,20,12,25,6,6,1,95.9253158569336,110.49594116210938,0.3436030149459839
-98,12,0,20,15,1,7,5,1,87.62213134765625,119.30885314941406,2.1240787506103516
-98,12,0,20,12,4,6,7,1,86.68048095703125,120.08934020996094,1.5206633806228638
-98,12,-5,20,10,1,6,5,1,109.9063720703125,127.79297637939453,91.6406021118164
-98,12,0,32,10,25,5,7,1,122.6900863647461,128.2601776123047,94.82435607910156
-98,12,0,26,15,10,6,6,2,100.96993255615234,126.21266174316406,0.5003462433815002
-98,12,-5,26,12,28,7,5,1,99.98114013671875,131.2520751953125,0.0732758417725563
-98,12,-5,23,14,28,7,7,1,81.54490661621094,133.36798095703125,2.2666592597961426
-98,12,0,20,12,10,6,6,1,83.90972900390625,124.13629150390625,1.742148756980896
-98,12,0,35,12,10,5,7,1,110.751953125,124.35094451904297,92.57510375976562
-98,12,-5,29,10,1,5,7,1,98.57323455810547,110.69551086425781,90.96073150634766
-98,12,0,23,13,22,5,5,1,85.43714904785156,135.12767028808594,1.4800282716751099
-98,12,-5,20,14,13,6,5,1,88.36647033691406,116.4369888305664,1.3027021884918213
-98,12,-5,20,11,25,5,5,1,99.98255920410156,105.66641235351562,178.8082733154297
-98,12,-5,29,14,10,7,7,1,111.37836456298828,124.88484954833984,179.5955352783203
-98,12,-5,29,14,31,6,6,2,111.1081771850586,124.7622299194336,179.1459197998047
-98,12,-5,26,14,10,7,6,1,103.92862701416016,129.0405731201172,0.21749666333198547
-98,12,-5,35,15,19,6,6,1,110.03764343261719,124.89350891113281,93.26013946533203
-98,12,-5,20,13,10,7,7,1,94.24552154541016,111.4404067993164,0.9302358627319336
-98,12,0,32,15,7,7,7,1,123.8880844116211,124.76201629638672,116.70439147949219
-98,12,-5,35,12,25,6,5,1,110.67330169677734,124.20228576660156,92.96002960205078
-98,12,0,20,13,4,6,6,1,86.78518676757812,120.86244201660156,2.1596341133117676
-98,12,-10,20,10,25,6,6,1,100.48775482177734,103.71421813964844,174.66636657714844
-98,12,-5,35,12,19,7,7,1,110.79978942871094,123.11542510986328,94.27517700195312
-98,12,-5,35,15,19,7,7,1,110.7977294921875,122.90731048583984,94.39664459228516
-98,12,-5,35,10,13,6,6,1,110.36859130859375,125.02861022949219,92.54574584960938
-98,12,0,20,13,25,7,5,1,80.27142333984375,126.39871215820312,2.2541627883911133
-98,12,0,20,14,4,7,6,1,85.85563659667969,121.75819396972656,2.097437858581543
-98,12,-5,20,13,19,7,7,1,96.69519805908203,109.75206756591797,0.5938767194747925
-98,12,0,26,14,13,5,6,2,100.0052261352539,126.46495819091797,0.7372244000434875
-98,12,-5,35,14,4,5,6,2,111.07628631591797,124.15519714355469,94.11884307861328
-98,12,-5,29,12,13,6,5,2,111.70053100585938,124.61743927001953,179.1416015625
-98,12,-5,20,12,1,7,6,1,87.4184341430664,117.2316665649414,1.9595502614974976
-98,12,-5,23,13,10,5,5,1,75.75093078613281,137.9772186279297,1.3871294260025024
-98,12,0,20,10,13,7,7,1,84.71952819824219,123.13784790039062,1.503744125366211
-98,12,-5,23,10,13,6,5,1,77.83695220947266,133.91799926757812,1.562638759613037
-98,12,0,23,11,19,6,6,1,93.38916778564453,129.42616271972656,2.574784517288208
-98,12,-5,29,11,1,7,5,1,111.37137603759766,124.58110046386719,179.83969116210938
-98,12,-10,20,10,28,7,7,1,101.85155487060547,102.10682678222656,107.9730453491211
-98,12,0,35,14,31,5,7,1,110.05319213867188,126.45176696777344,92.60582733154297
-98,12,-5,20,12,10,7,5,1,98.1277847290039,107.84525299072266,0.4473375380039215
-98,12,0,32,12,19,7,6,1,123.80525970458984,125.69172668457031,101.7574691772461
-98,12,-10,20,10,13,5,5,1,99.82719421386719,103.43182373046875,177.42559814453125
-98,12,-5,29,11,31,7,7,2,111.39783477783203,124.46736907958984,178.32757568359375
-98,12,-5,20,14,22,5,5,1,94.31818389892578,111.80812072753906,1.4279472827911377
-98,12,-5,26,14,10,5,5,1,102.60669708251953,108.93991088867188,97.52635955810547
-98,12,0,26,15,4,5,6,2,101.39794158935547,126.63179016113281,0.33199793100357056
-98,12,-5,32,13,25,6,5,1,123.96590423583984,125.37323760986328,107.66226196289062
-98,12,0,35,15,28,6,6,1,109.68681335449219,127.9072494506836,93.1371841430664
-98,12,-5,32,14,4,7,5,1,123.77951049804688,124.7048110961914,118.86287689208984
-98,12,0,23,10,13,6,5,1,92.23200988769531,131.29359436035156,1.989843726158142
-98,12,-5,32,14,4,7,7,1,123.7990493774414,124.54066467285156,117.1162338256836
-98,12,0,35,10,1,7,6,1,110.35360717773438,125.50831604003906,92.59772491455078
-98,12,-5,20,11,13,5,7,1,96.38604736328125,109.0058822631836,0.09764473885297775
-98,12,0,20,11,7,5,6,1,86.13468170166016,121.61817169189453,1.8968005180358887
-98,12,0,23,14,16,6,7,1,87.22643280029297,133.7823486328125,1.683193564414978
-98,12,0,32,12,7,6,6,1,123.96656799316406,125.80665588378906,101.6014175415039
-98,12,-5,35,11,4,5,5,1,110.79696655273438,123.63707733154297,92.72157287597656
-98,12,-5,32,10,16,5,7,1,123.27801513671875,126.64823913574219,97.6878890991211
-98,12,0,35,11,19,5,6,1,110.39517211914062,125.32706451416016,91.27438354492188
-98,12,0,35,13,4,6,7,1,110.26319122314453,126.15763854980469,92.41159057617188
-98,12,0,20,13,22,5,6,1,81.48857879638672,125.97645568847656,1.7434568405151367
-98,12,0,35,12,16,5,7,1,110.38985443115234,125.21163177490234,91.18248748779297
-98,12,0,35,10,16,5,5,1,110.35212707519531,126.22044372558594,93.28502655029297
-98,12,0,20,11,19,5,7,1,84.12178039550781,114.04110717773438,2.1204118728637695
-98,12,-5,20,10,16,5,6,1,98.25849151611328,106.50167846679688,179.69187927246094
-98,12,0,35,12,22,7,7,1,110.69043731689453,124.6524658203125,91.96690368652344
-98,12,-5,29,13,13,5,5,2,111.22205352783203,124.94291687011719,179.10018920898438
-98,12,-5,35,14,28,5,5,1,110.89456176757812,123.48436737060547,93.23140716552734
-98,12,0,23,15,25,6,5,1,92.34785461425781,130.23629760742188,1.291664481163025
-98,12,0,35,11,16,6,5,1,110.37821197509766,126.12074279785156,92.11664581298828
-98,12,-5,20,10,28,7,6,1,101.00869750976562,103.61653900146484,174.31793212890625
-98,12,-5,26,10,7,6,7,2,99.59729766845703,125.19947052001953,1.21957528591156
-98,12,0,29,11,25,5,5,1,112.50605010986328,125.13814544677734,179.2546844482422
-98,12,0,35,12,10,6,7,1,110.08904266357422,126.8334732055664,91.01892852783203
-98,12,-5,20,12,16,7,5,1,99.2477035522461,106.48551940917969,179.21067810058594
-98,12,-5,20,14,25,7,5,1,96.97351837158203,109.99412536621094,0.5052477121353149
-98,12,-5,35,11,7,5,7,2,110.67820739746094,123.78589630126953,93.80414581298828
-98,12,-5,23,11,31,5,5,1,81.17191314697266,133.23703002929688,1.7446337938308716
-98,12,-5,26,12,31,6,5,1,105.68807220458984,125.6131362915039,178.9370574951172
-98,12,-5,32,14,10,6,7,1,123.345458984375,125.82100677490234,98.99986267089844
-98,12,-5,26,13,7,6,6,2,99.14861297607422,125.55888366699219,1.1222741603851318
-98,12,0,26,15,1,7,7,2,98.43585205078125,127.65015411376953,1.6274292469024658
-98,12,0,26,12,19,6,6,2,101.23550415039062,125.87843322753906,0.5062787532806396
-98,12,-5,26,15,13,6,7,2,99.83293914794922,125.84759521484375,0.5805367827415466
-98,12,-5,35,13,10,5,7,1,110.92412567138672,123.73017883300781,95.17558288574219
-98,12,0,26,12,25,7,6,2,100.2363052368164,126.56385803222656,0.35465195775032043
-98,12,0,32,13,31,7,7,1,123.73463439941406,125.7770767211914,97.5905532836914
-98,12,-5,20,15,16,6,6,1,86.33818817138672,118.42912292480469,1.4830304384231567
-98,12,0,35,10,7,7,6,1,110.61973571777344,125.09856414794922,92.79505157470703
-98,12,0,35,14,1,5,5,1,109.9557113647461,126.11769104003906,92.22625732421875
-98,12,0,32,11,25,6,7,1,123.59930419921875,127.02179718017578,96.24752044677734
-98,12,0,23,10,4,5,6,2,78.2297134399414,134.8656005859375,1.6124297380447388
-98,12,0,29,10,4,6,6,1,113.60274505615234,125.0632095336914,0.13447041809558868
-98,12,0,29,13,31,7,5,2,112.12437438964844,124.6932601928711,0.6303552985191345
-98,12,0,23,14,10,6,7,1,84.1190414428711,137.00897216796875,1.5752290487289429
-98,12,-5,29,10,19,7,7,1,110.72349548339844,125.02354431152344,179.1534423828125
-98,12,-5,32,10,13,5,5,1,123.44447326660156,125.63443756103516,101.45977020263672
-98,12,0,26,14,1,6,7,2,100.90650939941406,126.30667114257812,0.09976837784051895
-98,12,0,35,15,10,6,5,1,109.84276580810547,125.68726348876953,91.57032012939453
-98,12,-5,26,12,7,6,5,2,99.71845245361328,125.85538482666016,179.73585510253906
-98,12,0,20,13,31,5,6,1,81.81269836425781,126.2855224609375,2.3473565578460693
-98,12,-5,23,15,4,5,7,1,77.31255340576172,134.060546875,1.9428131580352783
-98,12,-5,26,10,4,7,7,2,109.94481658935547,121.17021179199219,176.0269317626953
-98,12,0,20,11,13,6,6,1,81.8582992553711,125.42039489746094,1.9452959299087524
-98,12,0,32,10,25,7,6,1,122.72843933105469,128.1947479248047,94.5589599609375
-98,12,-5,29,10,25,5,5,2,110.74687194824219,125.59375,0.02227829396724701
-98,12,-5,32,14,28,7,7,2,123.41963195800781,124.29426574707031,152.1800994873047
-98,12,-5,20,13,25,6,6,1,92.43948364257812,113.53630065917969,0.9757251739501953
-98,12,0,32,15,31,6,5,1,122.97669219970703,127.98710632324219,95.60836791992188
-98,12,0,32,15,31,6,7,1,122.7591323852539,128.217529296875,93.87469482421875
