V1,V2,V3,w1,w2,w3,d1,d2,n,a,b,theta
-98,12,0,23,12,28,5,6,1,88.18307495117188,133.66575622558594,1.1618521213531494
-98,12,0,23,11,10,5,6,1,81.42479705810547,136.52723693847656,0.5782802700996399
-98,12,0,32,11,22,7,6,1,123.38500213623047,126.3558578491211,96.2641372680664
-98,12,0,29,11,4,6,7,1,112.85795593261719,125.12725067138672,179.49888610839844
-98,12,-5,23,10,19,5,7,1,81.73493194580078,132.15975952148438,1.4835320711135864
-98,12,0,26,10,4,6,7,2,101.97948455810547,125.80113983154297,179.66294860839844
-98,12,0,29,15,25,6,6,3,111.45503997802734,124.92793273925781,179.9431915283203
-98,12,-5,20,15,31,7,6,1,92.02960205078125,113.72545623779297,1.614733099937439
-98,12,0,35,13,10,6,5,1,110.18925476074219,125.92190551757812,92.7864761352539
-98,12,0,32,14,19,6,5,1,123.30196380615234,127.51053619384766,95.23575592041016
-98,12,-5,23,12,19,6,6,1,79.0457534790039,135.76742553710938,1.7554079294204712
-98,12,0,20,13,19,7,5,1,81.06178283691406,126.24266052246094,1.9894784688949585
-98,12,0,35,13,31,7,6,1,110.62886047363281,124.4159927368164,92.21793365478516
-98,12,0,32,13,25,6,6,1,123.49803924560547,127.07788848876953,95.80592346191406
-98,12,0,32,13,4,5,7,1,123.83978271484375,125.78433990478516,104.24038696289062
-98,12,-10,20,10,13,5,7,1,99.49198913574219,104.38739776611328,179.50856018066406
-98,12,0,23,10,31,5,7,1,90.0170669555664,131.9331817626953,1.528611183166504
-98,12,-5,35,10,25,5,5,1,110.21479797363281,124.54447937011719,93.0056381225586
-98,12,0,29,13,1,6,7,1,111.15576171875,125.38202667236328,178.37060546875
-98,12,0,29,14,25,6,6,2,111.72756958007812,125.15681457519531,178.91192626953125
-98,12,0,35,15,31,6,5,1,110.16180419921875,126.802001953125,93.04762268066406
-98,12,0,20,12,31,7,5,1,78.32124328613281,128.3904266357422,1.7474994659423828
-98,12,0,29,15,13,5,5,2,110.7854232788086,124.9647216796875,178.59889221191406
-98,12,-5,35,13,16,7,5,3,111.40166473388672,122.64237213134766,94.95057678222656
-98,12,0,32,10,31,5,6,1,122.8998031616211,128.02931213378906,94.72088623046875
-98,12,-5,35,15,16,5,7,1,110.56702423095703,124.00605773925781,93.87257385253906
-98,12,-5,23,12,19,6,5,1,80.29095458984375,135.40090942382812,1.9432170391082764
-98,12,0,32,14,16,6,5,1,123.40080261230469,127.21725463867188,95.82022857666016
-98,12,-5,35,14,7,7,5,1,111.41207885742188,122.63011169433594,94.40390014648438
-98,12,0,32,10,7,7,6,1,122.7338638305664,127.59672546386719,94.76172637939453
-98,12,-5,32,12,16,6,5,1,124.03289031982422,125.20648956298828,109.45364379882812
-98,12,-5,23,11,28,7,7,1,81.06845092773438,133.4993133544922,1.58085036277771
-98,12,-5,23,10,16,7,6,2,1401.5584716796875,1499.9482421875,0.0
-98,12,-5,20,13,13,6,6,1,89.47943878173828,115.29829406738281,1.986871600151062
-98,12,-5,23,10,22,7,5,1,83.23199462890625,129.74652099609375,1.1394373178482056
-98,12,-10,20,10,25,5,6,1,101.56090545654297,102.48299407958984,0.6511746048927307
-98,12,0,32,11,1,5,6,1,122.87150573730469,128.37777709960938,94.25169372558594
-98,12,-5,29,14,1,5,7,1,112.06866455078125,124.40161895751953,179.2327117919922
-98,12,-5,20,15,22,7,5,1,93.75367736816406,112.41831970214844,1.2499852180480957
-98,12,0,26,12,25,5,5,3,101.07694244384766,125.82415008544922,0.2729506194591522
-98,12,-10,20,10,25,6,7,1,100.4112548828125,104.16043853759766,178.1325225830078
-98,12,0,35,10,16,5,7,1,110.44708251953125,125.46402740478516,92.38375091552734
-98,12,-5,32,10,19,5,6,1,123.20301055908203,126.85150909423828,99.01433563232422
-98,12,-5,35,10,10,5,6,1,110.64643859863281,123.59611511230469,93.93238830566406
-98,12,0,35,11,4,5,5,1,110.45943450927734,125.30902099609375,92.88578796386719
-98,12,0,29,15,7,6,6,2,110.75360870361328,125.49024963378906,0.4397013485431671
-98,12,-5,26,15,10,6,6,2,100.00995635986328,125.779296875,0.6051803231239319
-98,12,0,23,15,28,6,7,1,90.63531494140625,132.18698120117188,2.9158811569213867
-98,12,0,29,11,16,5,5,1,112.43289184570312,125.62539672851562,179.68338012695312
-98,12,0,29,10,1,6,7,2,101.0766372680664,126.33653259277344,0.19379223883152008
-98,12,0,20,15,13,5,7,1,84.49606323242188,123.36168670654297,2.1711056232452393
-98,12,-5,23,14,22,6,7,1,74.93605041503906,138.49143981933594,2.0111300945281982
-98,12,-10,20,10,25,7,7,1,101.72013092041016,102.08187103271484,130.23277282714844
-98,12,-5,23,14,28,6,7,1,75.0660171508789,137.98324584960938,1.8197726011276245
-98,12,-5,32,11,13,7,6,1,123.12190246582031,125.79887390136719,98.57919311523438
-98,12,0,20,10,19,6,5,1,80.00727844238281,126.45310974121094,2.4109299182891846
-98,12,-5,26,10,25,7,5,1,99.58016967773438,131.2463836669922,1.4245080947875977
-98,12,0,32,15,22,5,5,1,123.12174224853516,126.87769317626953,96.29539489746094
-98,12,-5,20,15,31,7,5,1,93.4652328491211,112.73018646240234,1.2550225257873535
-98,12,0,26,12,10,5,5,2,101.7158203125,125.2544174194336,179.5844268798828
-98,12,-5,32,13,7,5,5,1,123.71635437011719,124.58193969726562,111.02266693115234
-98,12,-5,23,14,22,6,6,1,75.19755554199219,138.2158660888672,1.8578280210494995
-98,12,-5,29,14,25,6,7,2,111.33390045166016,124.59333801269531,178.9703826904297
-98,12,0,32,10,4,7,7,1,122.42186737060547,128.34115600585938,96.99591827392578
-98,12,0,29,14,19,7,6,2,112.15327453613281,124.89167022705078,179.70553588867188
-98,12,-5,35,15,16,6,7,1,110.38420104980469,124.77851104736328,93.21435546875
-98,12,0,23,11,22,7,5,1,87.01612854003906,134.6833953857422,2.172210693359375
-98,12,0,23,13,25,6,7,1,89.62237548828125,132.1141815185547,1.146299958229065
-98,12,0,26,14,28,6,6,2,101.63534545898438,125.762451171875,0.5630157589912415
-98,12,0,20,13,1,6,6,1,83.84346008300781,123.39772033691406,2.3295390605926514
-98,12,0,29,11,28,5,7,1,111.7336196899414,125.48822021484375,0.3957565128803253
-98,12,-5,26,11,1,7,5,2,88.34986877441406,119.38787078857422,1.287143588066101
-98,12,0,26,13,28,5,5,2,101.21077728271484,125.94937896728516,179.47674560546875
-98,12,0,26,14,4,7,7,2,100.19131469726562,127.00556182861328,179.71595764160156
-98,12,0,23,12,19,6,5,1,89.35006713867188,134.6119384765625,2.503697395324707
-98,12,0,32,14,13,6,7,1,123.15056610107422,127.24261474609375,95.56546020507812
-98,12,-5,29,15,22,7,5,2,109.89464569091797,125.1666259765625,179.44393920898438
-98,12,0,35,12,31,7,6,1,110.66108703613281,124.66790008544922,93.0689697265625
-98,12,-5,32,12,28,6,5,1,124.04631805419922,124.94115447998047,114.14109802246094
-98,12,-5,26,12,25,7,6,1,102.36900329589844,130.94912719726562,1.6506251096725464
-98,12,-5,20,15,28,5,6,1,89.4681167602539,116.0807113647461,1.7414100170135498
-98,12,0,32,11,10,5,5,1,123.5671615600586,126.54190063476562,98.54927825927734
-98,12,-5,35,13,1,6,5,2,111.10799407958984,123.30729675292969,92.98371124267578
-98,12,-5,32,13,31,6,7,1,123.8702392578125,125.27111053466797,107.0586166381836
-98,12,-5,20,13,1,6,6,1,95.84489440917969,110.48480224609375,0.7989417314529419
-98,12,0,35,11,1,6,6,1,109.97811889648438,127.3847885131836,91.87584686279297
-98,12,0,32,15,1,7,5,1,123.75157928466797,125.47905731201172,102.96219635009766
-98,12,0,32,10,28,7,7,1,122.93844604492188,127.44342041015625,94.22486877441406
-98,12,-5,26,13,16,7,5,1,103.10160827636719,130.3930206298828,0.48882853984832764
-98,12,-5,23,10,10,5,5,1,78.931640625,132.8555450439453,1.540024757385254
-98,12,0,26,13,31,6,6,2,100.90701293945312,126.40396881103516,179.66275024414062
-98,12,0,32,14,31,6,6,1,123.0917739868164,127.99408721923828,92.0706558227539
-98,12,0,35,10,28,7,6,1,110.09366607666016,126.14559936523438,92.1423568725586
-98,12,0,32,12,10,5,6,1,123.89007568359375,125.85018157958984,101.04898071289062
-98,12,-10,20,10,16,7,6,1,100.9698486328125,102.00171661376953,161.82901000976562
-98,12,0,35,12,4,7,5,1,110.93869018554688,124.38136291503906,92.83781433105469
-98,12,-10,20,10,13,7,5,1,100.74321746826172,102.04557800292969,166.21263122558594
-98,12,-5,23,11,7,6,6,1,77.13280487060547,134.9468994140625,1.7673368453979492
-98,12,-5,29,11,28,6,7,2,112.46626281738281,124.58446502685547,0.7094476222991943
-98,12,-5,35,11,28,6,6,1,121.1715087890625,144.1057891845703,95.71965026855469
-98,12,0,26,11,31,6,6,2,101.50276184082031,125.92847442626953,179.64703369140625
-98,12,-5,29,10,4,5,6,2,111.9258041381836,124.61917877197266,179.30125427246094
-98,12,0,23,10,13,5,5,1,86.2034683227539,136.43397521972656,1.8819580078125
-98,12,-5,23,11,16,7,7,1,81.33349609375,132.88699340820312,1.636693000793457
-98,12,-5,29,14,13,5,5,1,111.09209442138672,125.01667785644531,178.15908813476562
-98,12,-5,32,13,22,5,7,1,123.90335083007812,124.73238372802734,129.81080627441406
-98,12,0,32,14,7,6,7,1,123.19114685058594,127.51883697509766,96.14912414550781
-98,12,-5,20,12,25,6,7,1,94.77998352050781,111.3449935913086,0.7805192470550537
-98,12,-5,29,10,19,6,6,2,111.00582885742188,125.3994140625,178.38221740722656
-98,12,-5,29,14,16,6,5,2,111.90023040771484,124.51242065429688,0.5169915556907654
-98,12,0,26,12,13,6,6,2,101.7945327758789,125.834716796875,179.94859313964844
-98,12,-5,23,15,4,7,6,1,75.29981231689453,137.78009033203125,1.8292315006256104
-98,12,0,32,12,13,7,7,1,123.81410217285156,125.11470794677734,107.37019348144531
-98,12,0,26,14,16,5,5,2,99.91073608398438,126.47099304199219,0.7919936180114746
-98,12,0,20,14,31,7,5,1,82.71234130859375,124.6812515258789,1.7855103015899658
-98,12,0,35,11,13,6,7,1,110.5975341796875,124.85092163085938,92.57936096191406
-98,12,-5,29,12,16,7,6,2,110.4544448852539,137.4569854736328,92.70641326904297
-98,12,-5,26,11,7,7,5,1,102.73291778564453,125.4214096069336,179.4181365966797
-98,12,0,32,11,19,5,5,1,123.38127899169922,127.0183334350586,95.40829467773438
-98,12,0,35,11,31,7,7,1,110.18073272705078,125.58731842041016,91.68221282958984
-98,12,0,26,10,31,5,7,2,102.2370834350586,125.78028869628906,0.20925010740756989
-98,12,0,29,15,22,5,7,2,111.12789154052734,124.86271667480469,0.35915008187294006
-98,12,0,26,10,13,5,5,2,102.0240249633789,125.64508819580078,0.6282333135604858
-98,12,-5,32,15,10,6,5,1,123.30545043945312,126.25587463378906,98.91658020019531
-98,12,-5,26,13,19,6,6,2,101.8595199584961,124.53974151611328,178.49497985839844
-98,12,-5,23,15,25,5,7,1,76.3443374633789,136.3348846435547,2.1437735557556152
-98,12,-5,35,11,19,5,7,2,110.52770233154297,123.68692016601562,92.64005279541016
-98,12,0,26,10,10,5,6,2,101.63373565673828,125.4832534790039,0.2851863205432892
-98,12,-5,29,14,10,6,6,2,111.27185821533203,124.61332702636719,178.88714599609375
-98,12,-5,26,12,31,5,7,1,107.4303207397461,126.66682434082031,0.6395068764686584
-98,12,-5,23,14,19,7,5,1,81.02766418457031,133.87103271484375,1.8918966054916382
-98,12,0,32,12,7,7,7,1,123.99977111816406,125.1261978149414,110.65988159179688
-98,12,-5,32,14,10,5,7,1,123.43574523925781,125.17416381835938,104.58837127685547
-98,12,0,23,14,25,6,6,1,90.66525268554688,131.40176391601562,2.3531081676483154
-98,12,-5,29,15,1,5,5,1,111.65665435791016,124.64439392089844,179.3568115234375
-98,12,-5,29,14,19,7,7,2,111.2677993774414,124.37954711914062,178.73696899414062
-98,12,-5,32,12,31,5,6,1,123.78437805175781,124.67755126953125,132.8251495361328
-98,12,-5,26,13,31,7,7,1,104.2406005859375,129.52569580078125,179.5402069091797
-98,12,-5,35,15,1,5,6,1,110.77801513671875,123.94599914550781,93.30135345458984
-98,12,0,32,12,10,5,5,1,124.02421569824219,125.57051849365234,102.56143951416016
-98,12,-5,32,13,16,5,5,1,123.74365234375,124.56489562988281,130.95803833007812
-98,12,0,32,10,16,6,5,1,123.32861328125,127.18279266357422,96.65303039550781
-98,12,-10,20,10,16,7,5,1,100.30083465576172,102.14298248291016,167.26083374023438
-98,12,0,20,13,13,5,5,1,83.09687805175781,124.30955505371094,2.1923983097076416
-98,12,-5,29,13,25,5,5,2,111.92998504638672,124.49942016601562,179.87326049804688
-98,12,0,35,14,28,6,7,1,109.5753402709961,127.88311004638672,92.8213119506836
-98,12,-5,35,14,19,5,6,1,110.86129760742188,124.04366302490234,93.66661071777344
-98,12,-5,29,12,4,6,6,2,111.17408752441406,124.73196411132812,179.36997985839844
-98,12,0,29,10,28,7,7,1,112.26354217529297,125.24156951904297,179.3665008544922
-98,12,-5,26,15,10,6,5,2,99.43687438964844,125.96744537353516,0.13202431797981262
-98,12,0,26,11,31,7,6,2,100.64297485351562,125.716796875,179.92587280273438
-98,12,-5,32,14,31,5,5,1,123.80590057373047,124.37317657470703,125.03902435302734
-98,12,0,26,15,28,6,6,2,100.74629211425781,126.10707092285156,0.44939130544662476
-98,12,-5,35,13,31,5,6,1,111.67904663085938,121.97130584716797,94.0736083984375
-98,12,0,29,12,19,7,6,2,110.90936279296875,124.8110580444336,0.35129284858703613
-98,12,-5,29,12,19,6,6,2,111.32733154296875,124.98674011230469,179.69271850585938
-98,12,0,23,14,1,7,7,1,76.38082885742188,138.27989196777344,2.0785105228424072
-98,12,-5,29,10,25,6,5,2,111.15428161621094,124.97801971435547,179.6959228515625
-98,12,0,32,11,16,5,5,1,123.6233139038086,126.73892974853516,95.4770736694336
-98,12,0,20,10,7,7,5,1,86.38027954101562,121.3258285522461,1.7768810987472534
-98,12,0,35,15,31,5,6,1,110.27374267578125,126.10289001464844,92.37053680419922
-98,12,-5,35,12,16,5,7,1,110.76556396484375,123.34950256347656,93.76655578613281
-98,12,0,32,14,22,5,5,1,123.30429077148438,126.72952270507812,95.81830596923828
-98,12,0,23,12,4,5,7,1,77.43292999267578,136.69691467285156,1.5548186302185059
-98,12,0,35,15,31,7,7,1,110.25838470458984,125.6131820678711,92.7184829711914
-98,12,0,20,11,25,7,6,1,81.02061462402344,126.92150115966797,2.4305644035339355
-98,12,0,20,14,19,6,5,1,81.7990493774414,125.66423797607422,1.7418160438537598
-98,12,0,20,12,22,7,6,1,81.05168914794922,126.36251831054688,2.6449990272521973
-98,12,-5,26,13,7,5,7,2,87.46331024169922,119.16282653808594,0.9020993113517761
-98,12,0,29,10,31,5,5,1,112.95732879638672,125.2506332397461,178.74452209472656
-98,12,0,32,13,4,6,5,1,123.74029541015625,126.42240905761719,98.09590148925781
-98,12,0,20,14,13,6,5,1,82.90226745605469,125.63688659667969,2.9098663330078125
-98,12,0,29,14,25,6,5,1,111.89043426513672,125.12335968017578,1.146392583847046
-98,12,-5,32,11,22,7,5,1,123.38114929199219,125.6796875,105.32075500488281
-98,12,0,35,14,1,6,5,1,109.72285461425781,126.67255401611328,92.04981994628906
-98,12,0,32,10,4,7,6,2,122.74897003173828,128.07989501953125,94.43905639648438
-98,12,-5,26,15,4,5,6,2,100.1825942993164,125.67134857177734,0.7026815414428711
-98,12,-5,23,12,19,5,5,1,80.5920181274414,134.4296875,1.2958406209945679
-98,12,0,29,11,31,7,6,1,112.81090545654297,125.18157196044922,179.1604766845703
-98,12,-5,20,12,16,6,7,1,93.26045227050781,112.08460235595703,0.8310744166374207
-98,12,-5,35,11,10,6,5,1,110.56062316894531,124.65007019042969,92.87133026123047
-98,12,-5,29,14,4,7,5,1,110.53392791748047,124.81967163085938,179.12437438964844
-98,12,0,26,14,10,6,7,2,100.43132019042969,126.2610855102539,0.35482025146484375
-98,12,-5,26,12,19,7,6,1,101.13140869140625,129.78244018554688,0.45947733521461487
-98,12,0,20,13,16,6,6,1,81.19694519042969,126.14646911621094,2.017637014389038
-98,12,-5,35,13,7,6,5,2,110.68718719482422,124.63990783691406,94.663330078125
-98,12,0,26,10,16,7,6,2,101.61357116699219,125.64855194091797,0.6257553696632385
-98,12,0,29,11,16,5,7,1,111.89097595214844,125.76509094238281,178.43826293945312
-98,12,-5,23,12,25,7,7,1,83.22077941894531,132.63372802734375,2.0722920894622803
-98,12,-5,20,12,16,5,6,1,96.48643493652344,109.40141296386719,179.79563903808594
-98,12,-5,32,13,19,6,7,1,123.86485290527344,125.51731872558594,101.52867889404297
-98,12,-5,32,15,28,7,6,2,123.48141479492188,124.748291015625,111.8130111694336
-98,12,0,29,14,31,7,7,2,110.18312072753906,125.31832885742188,0.5906149744987488
-98,12,-5,32,10,1,5,5,1,111.99190521240234,124.53147888183594,179.74681091308594
-98,12,-5,32,15,16,6,5,1,123.25379943847656,126.11862182617188,97.48117065429688
-98,12,-5,23,15,31,6,7,1,75.52960968017578,136.63279724121094,1.9136325120925903
-98,12,-5,35,12,16,7,5,1,111.19377136230469,122.3711166381836,93.2913818359375
-98,12,-5,23,11,31,7,5,1,83.6170425415039,131.1106414794922,1.4792400598526
-98,12,0,35,14,28,5,7,1,109.90030670166016,126.38682556152344,92.99545288085938
-98,12,-5,35,15,19,5,7,1,110.78053283691406,123.3822021484375,93.7509765625
-98,12,0,32,14,25,5,5,1,123.74007415771484,126.33673858642578,97.67314147949219
-98,12,-5,29,11,7,6,7,2,111.26055145263672,124.6803970336914,0.05200658738613129
-98,12,-5,26,11,4,5,6,2,98.90435791015625,125.52314758300781,2.2282867575995624e-05
-98,12,-5,32,10,19,6,6,1,123.45538330078125,126.0810546875,99.7216796875
-98,12,0,23,13,4,5,5,1,77.66822814941406,136.81161499023438,1.6364314556121826
-98,12,-5,29,12,13,7,7,2,110.39231872558594,124.97022247314453,179.47702026367188
-98,12,0,23,11,1,5,7,1,87.59214782714844,132.18020629882812,3.3762736320495605
-98,12,-5,35,12,22,7,6,1,110.95563507080078,122.81478881835938,93.90420532226562
-98,12,0,26,12,19,7,7,2,100.091552734375,126.07696533203125,0.3751806616783142
-98,12,0,29,11,22,6,6,1,113.00021362304688,125.34254455566406,179.26171875
-98,12,-5,26,13,19,7,5,1,101.86368560791016,129.32504272460938,0.7108277678489685
-98,12,0,35,11,10,7,7,1,110.48579406738281,124.80458068847656,92.23899841308594
-98,12,0,23,15,22,6,5,1,89.56130981445312,131.24014282226562,1.1788288354873657
-98,12,0,26,12,31,7,5,2,100.81853485107422,125.88663482666016,0.025266973301768303
-98,12,0,29,14,25,5,6,2,110.12153625488281,125.64414978027344,179.55589294433594
-98,12,-5,20,15,7,6,6,1,86.02936553955078,119.69194793701172,2.4939441680908203
-98,12,0,23,11,25,7,7,1,83.94561004638672,134.87228393554688,2.898268222808838
-98,12,-5,29,15,13,5,7,2,110.95645904541016,125.13775634765625,179.70376586914062
-98,12,0,23,10,25,6,6,1,92.82642364501953,129.67315673828125,2.060753345489502
-98,12,-5,35,14,28,5,7,2,111.04035949707031,123.27118682861328,93.10452270507812
-98,12,0,29,14,10,6,5,3,110.92759704589844,125.55780792236328,0.16578309237957
-98,12,0,35,12,19,7,5,1,110.70597076416016,124.323974609375,92.61927795410156
-98,12,-5,32,12,28,5,7,1,123.9984359741211,124.71290588378906,124.07343292236328
-98,12,0,29,14,1,5,6,1,111.36568450927734,125.2071304321289,0.2404908835887909
-98,12,-5,26,13,4,7,5,1,103.83189392089844,108.56295776367188,169.13616943359375
-98,12,-5,23,13,1,6,5,1,80.57530212402344,134.90667724609375,1.445787787437439
-98,12,-5,26,13,16,6,5,1,106.4676742553711,109.7913589477539,117.9634017944336
-98,12,0,29,14,4,6,6,1,111.74299621582031,125.41439819335938,0.3182365894317627
-98,12,-5,32,11,1,5,7,1,123.24909210205078,126.11019134521484,99.05064392089844
-98,12,0,20,15,4,5,6,1,87.31394958496094,119.78125762939453,1.7443612813949585
-98,12,0,20,13,25,7,7,1,82.46502685546875,124.66864776611328,2.546491861343384
-98,12,0,29,14,1,5,7,2,111.52603149414062,125.52735137939453,179.35960388183594
-98,12,-5,26,15,22,6,7,2,98.51506805419922,126.23760986328125,1.1513824462890625
-98,12,-10,20,10,13,5,6,1,99.79093170166016,103.9946060180664,0.11984135955572128
-98,12,-5,32,13,13,6,7,1,123.76080322265625,125.15771484375,105.83952331542969
-98,12,0,32,10,31,7,7,1,122.80467987060547,127.7352294921875,95.02140045166016
-98,12,0,23,13,25,7,6,1,80.78905487060547,137.86338806152344,0.7612960338592529
-98,12,-10,20,10,7,7,5,1,98.50617980957031,104.27532196044922,179.46946716308594
-98,12,0,35,15,4,5,5,1,110.33378601074219,125.57725524902344,92.42837524414062
-98,12,0,23,11,13,6,6,1,86.66387176513672,134.42657470703125,1.888044834136963
-98,12,-5,26,15,16,6,6,2,98.49279022216797,126.06817626953125,1.4680218696594238
-98,12,-5,29,10,22,6,5,2,110.79178619384766,125.44117736816406,0.16735020279884338
-98,12,0,35,13,4,6,6,1,110.01094055175781,126.18466186523438,92.27188873291016
-98,12,-5,26,10,25,5,7,1,98.86901092529297,111.37028503417969,178.41995239257812
-98,12,-5,29,10,4,5,7,2,111.87216186523438,124.54164123535156,178.28248596191406
-98,12,0,20,13,28,5,7,1,82.57666778564453,125.33770751953125,2.344747543334961
-98,12,0,35,13,22,7,5,1,110.84091186523438,123.23397827148438,92.49465942382812
-98,12,0,20,10,22,7,6,1,80.78009033203125,125.3179702758789,1.4303396940231323
-98,12,-5,20,12,16,6,5,1,95.01408386230469,110.5259017944336,0.7899407744407654
-98,12,-10,20,10,7,6,5,1,93.46376037597656,109.7098388671875,1.0715076923370361
-98,12,-5,35,10,31,5,6,1,110.00521850585938,124.79490661621094,93.1629867553711
-98,12,-5,23,13,25,6,7,1,76.6169662475586,137.3208465576172,1.7002055644989014
-98,12,0,29,15,13,7,6,2,111.74320983886719,124.75896453857422,179.8066864013672
-98,12,0,32,14,10,6,5,1,123.2889175415039,127.04084777832031,95.57569122314453
-98,12,-5,35,14,4,7,7,1,111.34081268310547,122.52021026611328,95.0453109741211
-98,12,0,32,14,28,6,7,1,123.18263244628906,127.34231567382812,95.88195037841797
-98,12,0,26,13,25,6,5,2,101.03251647949219,126.12466430664062,179.90663146972656
-98,12,-5,35,12,7,6,5,1,110.61155700683594,124.71066284179688,94.40257263183594
-98,12,0,32,10,10,6,5,1,123.39864349365234,127.18939971923828,94.4544448852539
-98,12,-5,23,13,22,6,7,1,76.72966766357422,137.36183166503906,1.8069242238998413
-98,12,-5,23,13,10,6,5,1,75.16325378417969,138.1956329345703,1.6571377515792847
-98,12,0,20,15,31,6,5,1,81.4739761352539,126.21118927001953,1.7165000438690186
-98,12,0,29,14,7,6,6,3,111.61178588867188,125.20421600341797,0.7620104551315308
-98,12,0,20,11,7,7,7,1,84.80374145507812,122.45977783203125,1.6403400897979736
-98,12,0,26,13,19,7,7,2,102.79228973388672,124.15377044677734,179.9503936767578
-98,12,0,23,15,22,6,7,1,89.07378387451172,132.06593322753906,2.185331106185913
-98,12,-5,23,12,1,5,6,1,79.0180892944336,134.68862915039062,1.6912981271743774
-98,12,0,32,14,31,7,5,1,123.60735321044922,125.65185546875,98.87278747558594
-98,12,0,32,13,16,5,5,1,124.03189086914062,125.6852798461914,95.7959976196289
-98,12,0,26,14,1,6,5,2,101.22695922851562,126.31333923339844,0.03475698083639145
-98,12,-5,29,15,25,6,5,1,111.25272369384766,124.99126434326172,179.50607299804688
-98,12,0,32,13,10,5,7,1,123.7841567993164,125.73283386230469,99.0225601196289
-98,12,0,29,13,25,7,7,2,110.13813781738281,125.41606903076172,0.06952511519193649
-98,12,0,20,10,13,5,7,1,88.45396423339844,119.87895202636719,2.4286885261535645
-98,12,0,32,15,28,5,5,1,123.04722595214844,127.29657745361328,94.91190338134766
-98,12,0,20,14,28,5,5,1,82.52381134033203,125.33109283447266,2.2130794525146484
-98,12,0,29,14,13,7,7,2,110.04489135742188,125.15149688720703,179.33139038085938
-98,12,-5,26,14,7,5,7,2,98.05810546875,126.332275390625,179.88323974609375
-98,12,0,26,14,22,6,5,2,101.09982299804688,126.16983795166016,0.14908216893672943
-98,12,-5,20,15,22,6,5,1,87.61184692382812,117.45984649658203,2.112362861633301
-98,12,0,26,10,7,5,6,2,101.29226684570312,125.6744155883789,0.5337657332420349
-98,12,-5,23,10,4,5,7,1,76.78506469726562,135.42201232910156,1.706558346748352
-98,12,0,20,14,22,5,5,1,81.3053207397461,125.91604614257812,1.9720139503479004
-98,12,0,26,13,1,7,5,1,98.51363372802734,113.24337768554688,97.9896240234375
-98,12,-5,23,10,25,5,7,1,81.72068786621094,132.83741760253906,1.3652784824371338
-98,12,-5,20,11,19,7,7,1,99.89439392089844,105.60972595214844,177.9371795654297
-98,12,0,32,15,4,7,7,1,123.86778259277344,125.13734436035156,101.09423828125
-98,12,0,29,11,25,5,7,1,111.65643310546875,125.7156753540039,178.76524353027344
-98,12,-5,26,11,19,5,7,1,104.8254623413086,125.41300964355469,179.14210510253906
-98,12,0,26,11,28,5,5,2,101.93086242675781,125.47624206542969,0.46542486548423767
-98,12,-5,26,10,4,6,7,2,99.74280548095703,124.88720703125,1.095205545425415
-98,12,0,35,12,1,7,5,1,110.59992980957031,124.67994689941406,92.54273986816406
-98,12,0,35,14,4,7,5,1,110.56192779541016,124.34778594970703,92.86536407470703
-98,12,0,20,10,25,6,7,2,80.91941833496094,125.44849395751953,1.9778324365615845
-98,12,-5,29,11,28,7,5,2,110.80244445800781,124.97625732421875,178.07864379882812
-98,12,-5,20,11,31,6,5,1,98.677734375,107.5739517211914,178.94461059570312
-98,12,0,23,15,1,6,5,1,92.64261627197266,130.9607391357422,2.2607853412628174
-98,12,-5,20,11,4,6,6,1,85.88910675048828,119.59146118164062,1.2750768661499023
-98,12,0,26,15,16,7,5,2,99.37091827392578,126.39761352539062,1.1015543937683105
-98,12,0,32,15,7,7,5,1,123.48677825927734,125.46366882324219,99.7448959350586
-98,12,0,35,14,28,7,6,1,109.81795501708984,125.81365966796875,93.44233703613281
-98,12,0,23,13,10,6,7,1,83.11680603027344,137.98040771484375,0.37575334310531616
-98,12,0,20,11,4,6,7,1,86.56941223144531,120.50968170166016,2.3400511741638184
-98,12,-5,23,10,22,5,6,1,82.3489761352539,132.13919067382812,1.7434927225112915
-98,12,-5,29,15,4,7,7,2,110.7118148803711,124.83843231201172,0.11981934309005737
-98,12,0,32,12,1,5,7,1,123.45724487304688,126.4964599609375,96.20248413085938
-98,12,-5,20,15,22,7,7,1,91.46031188964844,114.02416229248047,1.1663655042648315
-98,12,0,23,13,19,7,5,1,82.24097442626953,135.61878967285156,1.4007481336593628
-98,12,-5,20,13,22,6,7,1,91.51397705078125,114.24388885498047,1.1089473962783813
-98,12,0,35,13,25,5,7,1,110.09803771972656,126.28606414794922,92.95114135742188
-98,12,0,29,10,4,7,7,2,112.75527954101562,125.11528778076172,178.9744873046875
-98,12,-5,23,10,4,5,6,1,76.8114013671875,135.37049865722656,1.9493796825408936
-98,12,0,29,10,4,7,6,2,112.16950225830078,125.51181030273438,179.6519012451172
-98,12,0,20,14,31,5,5,1,81.76933288574219,125.59236907958984,2.2194759845733643
-98,12,0,35,15,28,5,7,1,109.97022247314453,126.1580581665039,91.77920532226562
-98,12,-5,32,13,13,7,6,2,123.6718978881836,124.45801544189453,134.22964477539062
-98,12,0,32,14,16,6,6,1,123.43528747558594,127.22135162353516,96.86865234375
-98,12,0,29,14,1,5,5,1,111.48973846435547,124.8590087890625,0.028996260836720467
-98,12,-5,29,11,22,7,5,2,110.60990905761719,125.08236694335938,178.95346069335938
